States,Regions,latitude,longitude,Dates,Usage
Andhra Pradesh,SR,14.7504291,78.57002559,27-01-2019 00:00,181
Telangana,SR,18.1124,79.0193,27-01-2019 00:00,168.4
Karnataka,SR,12.57038129,76.91999711,27-01-2019 00:00,223.4
Kerala,SR,8.900372741,76.56999263,27-01-2019 00:00,81.9
Tamil Nadu,SR,12.92038576,79.15004187,27-01-2019 00:00,347.2
Pondy,SR,11.93499371,79.83000037,27-01-2019 00:00,8.6
Bihar,ER,25.78541445,87.4799727,27-01-2019 00:00,82.8
Jharkhand,ER,23.80039349,86.41998572,27-01-2019 00:00,21.4
Odisha,ER,19.82042971,85.90001746,27-01-2019 00:00,51.1
West Bengal,ER,22.58039044,88.32994665,27-01-2019 00:00,135.6
Sikkim,ER,27.3333303,88.6166475,27-01-2019 00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,27-01-2019 00:00,2.2
Assam,NER,26.7499809,94.21666744,27-01-2019 00:00,23.6
Manipur,NER,24.79997072,93.95001705,27-01-2019 00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,27-01-2019 00:00,5.6
Mizoram,NER,23.71039899,92.72001461,27-01-2019 00:00,1.8
Nagaland,NER,25.6669979,94.11657019,27-01-2019 00:00,2.3
Tripura,NER,23.83540428,91.27999914,27-01-2019 00:00,4.1
Punjab,NR,31.51997398,75.98000281,28-01-2019 00:00,144.5
Haryana,NR,28.45000633,77.01999101,28-01-2019 00:00,148.6
Rajasthan,NR,26.44999921,74.63998124,28-01-2019 00:00,222.4
Delhi,NR,28.6699929,77.23000403,28-01-2019 00:00,100.5
UP,NR,27.59998069,78.05000565,28-01-2019 00:00,393.3
Uttarakhand,NR,30.32040895,78.05000565,28-01-2019 00:00,41.8
HP,NR,31.10002545,77.16659704,28-01-2019 00:00,26.9
J&K,NR,33.45,76.24,28-01-2019 00:00,46.2
Chandigarh,NR,30.71999697,76.78000565,28-01-2019 00:00,4.4
Chhattisgarh,WR,22.09042035,82.15998734,28-01-2019 00:00,94.8
Gujarat,WR,22.2587,71.1924,28-01-2019 00:00,377.9
MP,WR,21.30039105,76.13001949,28-01-2019 00:00,210
Maharashtra,WR,19.25023195,73.16017493,28-01-2019 00:00,485.1
Goa,WR,15.491997,73.81800065,28-01-2019 00:00,11.6
DNH,WR,20.26657819,73.0166178,28-01-2019 00:00,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,28-01-2019 00:00,189.4
Telangana,SR,18.1124,79.0193,28-01-2019 00:00,168.8
Karnataka,SR,12.57038129,76.91999711,28-01-2019 00:00,224.5
Kerala,SR,8.900372741,76.56999263,28-01-2019 00:00,80.8
Tamil Nadu,SR,12.92038576,79.15004187,28-01-2019 00:00,346.6
Pondy,SR,11.93499371,79.83000037,28-01-2019 00:00,8.8
Bihar,ER,25.78541445,87.4799727,28-01-2019 00:00,80.4
Jharkhand,ER,23.80039349,86.41998572,28-01-2019 00:00,18.7
Odisha,ER,19.82042971,85.90001746,28-01-2019 00:00,55.8
West Bengal,ER,22.58039044,88.32994665,28-01-2019 00:00,103.6
Sikkim,ER,27.3333303,88.6166475,28-01-2019 00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,28-01-2019 00:00,2
Assam,NER,26.7499809,94.21666744,28-01-2019 00:00,18.7
Manipur,NER,24.79997072,93.95001705,28-01-2019 00:00,2.3
Meghalaya,NER,25.57049217,91.8800142,28-01-2019 00:00,4.7
Mizoram,NER,23.71039899,92.72001461,28-01-2019 00:00,1.5
Nagaland,NER,25.6669979,94.11657019,28-01-2019 00:00,2
Tripura,NER,23.83540428,91.27999914,28-01-2019 00:00,2.4
Punjab,NR,31.51997398,75.98000281,29-01-2019 00:00,139.6
Haryana,NR,28.45000633,77.01999101,29-01-2019 00:00,141.8
Rajasthan,NR,26.44999921,74.63998124,29-01-2019 00:00,223.8
Delhi,NR,28.6699929,77.23000403,29-01-2019 00:00,96.4
UP,NR,27.59998069,78.05000565,29-01-2019 00:00,365.3
Uttarakhand,NR,30.32040895,78.05000565,29-01-2019 00:00,37.8
HP,NR,31.10002545,77.16659704,29-01-2019 00:00,24.7
J&K,NR,33.45,76.24,29-01-2019 00:00,43.9
Chandigarh,NR,30.71999697,76.78000565,29-01-2019 00:00,4.1
Chhattisgarh,WR,22.09042035,82.15998734,29-01-2019 00:00,94.7
Gujarat,WR,22.2587,71.1924,29-01-2019 00:00,362.8
MP,WR,21.30039105,76.13001949,29-01-2019 00:00,208.6
Maharashtra,WR,19.25023195,73.16017493,29-01-2019 00:00,475.9
Goa,WR,15.491997,73.81800065,29-01-2019 00:00,10.7
DNH,WR,20.26657819,73.0166178,29-01-2019 00:00,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,29-01-2019 00:00,189.8
Telangana,SR,18.1124,79.0193,29-01-2019 00:00,163
Karnataka,SR,12.57038129,76.91999711,29-01-2019 00:00,215.5
Kerala,SR,8.900372741,76.56999263,29-01-2019 00:00,75.3
Tamil Nadu,SR,12.92038576,79.15004187,29-01-2019 00:00,329.5
Pondy,SR,11.93499371,79.83000037,29-01-2019 00:00,8.4
Bihar,ER,25.78541445,87.4799727,29-01-2019 00:00,87.9
Jharkhand,ER,23.80039349,86.41998572,29-01-2019 00:00,23.8
Odisha,ER,19.82042971,85.90001746,29-01-2019 00:00,62
West Bengal,ER,22.58039044,88.32994665,29-01-2019 00:00,131.5
Sikkim,ER,27.3333303,88.6166475,29-01-2019 00:00,1
Arunachal Pradesh,NER,27.10039878,93.61660071,29-01-2019 00:00,1.8
Assam,NER,26.7499809,94.21666744,29-01-2019 00:00,18.3
Manipur,NER,24.79997072,93.95001705,29-01-2019 00:00,1.9
Meghalaya,NER,25.57049217,91.8800142,29-01-2019 00:00,5
Mizoram,NER,23.71039899,92.72001461,29-01-2019 00:00,1.5
Nagaland,NER,25.6669979,94.11657019,29-01-2019 00:00,1.9
Tripura,NER,23.83540428,91.27999914,29-01-2019 00:00,3.4
Punjab,NR,31.51997398,75.98000281,30-01-2019 00:00,60
Haryana,NR,28.45000633,77.01999101,30-01-2019 00:00,66.5
Rajasthan,NR,26.44999921,74.63998124,30-01-2019 00:00,131.8
Delhi,NR,28.6699929,77.23000403,30-01-2019 00:00,41.8
UP,NR,27.59998069,78.05000565,30-01-2019 00:00,220.4
Uttarakhand,NR,30.32040895,78.05000565,30-01-2019 00:00,16.8
HP,NR,31.10002545,77.16659704,30-01-2019 00:00,12.7
J&K,NR,33.45,76.24,30-01-2019 00:00,45.3
Chandigarh,NR,30.71999697,76.78000565,30-01-2019 00:00,2.2
Chhattisgarh,WR,22.09042035,82.15998734,30-01-2019 00:00,71.9
Gujarat,WR,22.2587,71.1924,30-01-2019 00:00,203.5
MP,WR,21.30039105,76.13001949,30-01-2019 00:00,150.4
Maharashtra,WR,19.25023195,73.16017493,30-01-2019 00:00,348.4
Goa,WR,15.491997,73.81800065,30-01-2019 00:00,6.9
DNH,WR,20.26657819,73.0166178,30-01-2019 00:00,1.6
Andhra Pradesh,SR,14.7504291,78.57002559,30-01-2019 00:00,160.4
Telangana,SR,18.1124,79.0193,30-01-2019 00:00,206.5
Karnataka,SR,12.57038129,76.91999711,30-01-2019 00:00,215.7
Kerala,SR,8.900372741,76.56999263,30-01-2019 00:00,67.8
Tamil Nadu,SR,12.92038576,79.15004187,30-01-2019 00:00,242.7
Pondy,SR,11.93499371,79.83000037,30-01-2019 00:00,4
Bihar,ER,25.78541445,87.4799727,30-01-2019 00:00,65.3
Jharkhand,ER,23.80039349,86.41998572,30-01-2019 00:00,21.9
Odisha,ER,19.82042971,85.90001746,30-01-2019 00:00,80.1
West Bengal,ER,22.58039044,88.32994665,30-01-2019 00:00,125.7
Sikkim,ER,27.3333303,88.6166475,30-01-2019 00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,30-01-2019 00:00,1.8
Assam,NER,26.7499809,94.21666744,30-01-2019 00:00,20
Manipur,NER,24.79997072,93.95001705,30-01-2019 00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,30-01-2019 00:00,3.4
Mizoram,NER,23.71039899,92.72001461,30-01-2019 00:00,1.6
Nagaland,NER,25.6669979,94.11657019,30-01-2019 00:00,1.9
Tripura,NER,23.83540428,91.27999914,30-01-2019 00:00,3.4
Punjab,NR,31.51997398,75.98000281,31-01-2019 00:00,62.7
Haryana,NR,28.45000633,77.01999101,31-01-2019 00:00,68.1
Rajasthan,NR,26.44999921,74.63998124,31-01-2019 00:00,141.4
Delhi,NR,28.6699929,77.23000403,31-01-2019 00:00,43.1
UP,NR,27.59998069,78.05000565,31-01-2019 00:00,220.8
Uttarakhand,NR,30.32040895,78.05000565,31-01-2019 00:00,17.3
HP,NR,31.10002545,77.16659704,31-01-2019 00:00,12.5
J&K,NR,33.45,76.24,31-01-2019 00:00,41.9
Chandigarh,NR,30.71999697,76.78000565,31-01-2019 00:00,2.2
Chhattisgarh,WR,22.09042035,82.15998734,31-01-2019 00:00,67.8
Gujarat,WR,22.2587,71.1924,31-01-2019 00:00,212
MP,WR,21.30039105,76.13001949,31-01-2019 00:00,155.6
Maharashtra,WR,19.25023195,73.16017493,31-01-2019 00:00,345.2
Goa,WR,15.491997,73.81800065,31-01-2019 00:00,6.7
DNH,WR,20.26657819,73.0166178,31-01-2019 00:00,1.7
Andhra Pradesh,SR,14.7504291,78.57002559,31-01-2019 00:00,162.7
Telangana,SR,18.1124,79.0193,31-01-2019 00:00,203.2
Karnataka,SR,12.57038129,76.91999711,31-01-2019 00:00,218.2
Kerala,SR,8.900372741,76.56999263,31-01-2019 00:00,69.3
Tamil Nadu,SR,12.92038576,79.15004187,31-01-2019 00:00,244.1
Pondy,SR,11.93499371,79.83000037,31-01-2019 00:00,4.2
Bihar,ER,25.78541445,87.4799727,31-01-2019 00:00,69.4
Jharkhand,ER,23.80039349,86.41998572,31-01-2019 00:00,22.8
Odisha,ER,19.82042971,85.90001746,31-01-2019 00:00,76.1
West Bengal,ER,22.58039044,88.32994665,31-01-2019 00:00,126.1
Sikkim,ER,27.3333303,88.6166475,31-01-2019 00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,31-01-2019 00:00,2
Assam,NER,26.7499809,94.21666744,31-01-2019 00:00,20.5
Manipur,NER,24.79997072,93.95001705,31-01-2019 00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,31-01-2019 00:00,3.4
Mizoram,NER,23.71039899,92.72001461,31-01-2019 00:00,1.6
Nagaland,NER,25.6669979,94.11657019,31-01-2019 00:00,2.1
Tripura,NER,23.83540428,91.27999914,31-01-2019 00:00,3.9
Punjab,NR,31.51997398,75.98000281,02-02-2019 00:00,63.6
Haryana,NR,28.45000633,77.01999101,02-02-2019 00:00,66.7
Rajasthan,NR,26.44999921,74.63998124,02-02-2019 00:00,141.3
Delhi,NR,28.6699929,77.23000403,02-02-2019 00:00,42.9
UP,NR,27.59998069,78.05000565,02-02-2019 00:00,234.8
Uttarakhand,NR,30.32040895,78.05000565,02-02-2019 00:00,17.8
HP,NR,31.10002545,77.16659704,02-02-2019 00:00,13
J&K,NR,33.45,76.24,02-02-2019 00:00,40.2
Chandigarh,NR,30.71999697,76.78000565,02-02-2019 00:00,2.3
Chhattisgarh,WR,22.09042035,82.15998734,02-02-2019 00:00,72.6
Gujarat,WR,22.2587,71.1924,02-02-2019 00:00,217.1
MP,WR,21.30039105,76.13001949,02-02-2019 00:00,158.9
Maharashtra,WR,19.25023195,73.16017493,02-02-2019 00:00,344.3
Goa,WR,15.491997,73.81800065,02-02-2019 00:00,7.1
DNH,WR,20.26657819,73.0166178,02-02-2019 00:00,1.3
Andhra Pradesh,SR,14.7504291,78.57002559,02-02-2019 00:00,164.2
Telangana,SR,18.1124,79.0193,02-02-2019 00:00,204.8
Karnataka,SR,12.57038129,76.91999711,02-02-2019 00:00,221.6
Kerala,SR,8.900372741,76.56999263,02-02-2019 00:00,70.2
Tamil Nadu,SR,12.92038576,79.15004187,02-02-2019 00:00,245.2
Pondy,SR,11.93499371,79.83000037,02-02-2019 00:00,4.2
Bihar,ER,25.78541445,87.4799727,02-02-2019 00:00,71.2
Jharkhand,ER,23.80039349,86.41998572,02-02-2019 00:00,23.4
Odisha,ER,19.82042971,85.90001746,02-02-2019 00:00,77.3
West Bengal,ER,22.58039044,88.32994665,02-02-2019 00:00,128
Sikkim,ER,27.3333303,88.6166475,02-02-2019 00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,02-02-2019 00:00,1.5
Assam,NER,26.7499809,94.21666744,02-02-2019 00:00,20.9
Manipur,NER,24.79997072,93.95001705,02-02-2019 00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,02-02-2019 00:00,3.4
Mizoram,NER,23.71039899,92.72001461,02-02-2019 00:00,1.6
Nagaland,NER,25.6669979,94.11657019,02-02-2019 00:00,2
Tripura,NER,23.83540428,91.27999914,02-02-2019 00:00,3.9
Punjab,NR,31.51997398,75.98000281,03-02-2019 00:00,63.5
Haryana,NR,28.45000633,77.01999101,03-02-2019 00:00,66.8
Rajasthan,NR,26.44999921,74.63998124,03-02-2019 00:00,145.1
Delhi,NR,28.6699929,77.23000403,03-02-2019 00:00,44.9
UP,NR,27.59998069,78.05000565,03-02-2019 00:00,241.2
Uttarakhand,NR,30.32040895,78.05000565,03-02-2019 00:00,18.2
HP,NR,31.10002545,77.16659704,03-02-2019 00:00,12.6
J&K,NR,33.45,76.24,03-02-2019 00:00,43.5
Chandigarh,NR,30.71999697,76.78000565,03-02-2019 00:00,2.2
Chhattisgarh,WR,22.09042035,82.15998734,03-02-2019 00:00,73.4
Gujarat,WR,22.2587,71.1924,03-02-2019 00:00,221.5
MP,WR,21.30039105,76.13001949,03-02-2019 00:00,162.7
Maharashtra,WR,19.25023195,73.16017493,03-02-2019 00:00,353.3
Goa,WR,15.491997,73.81800065,03-02-2019 00:00,7.2
DNH,WR,20.26657819,73.0166178,03-02-2019 00:00,1.7
Andhra Pradesh,SR,14.7504291,78.57002559,03-02-2019 00:00,163.7
Telangana,SR,18.1124,79.0193,03-02-2019 00:00,200.5
Karnataka,SR,12.57038129,76.91999711,03-02-2019 00:00,220.7
Kerala,SR,8.900372741,76.56999263,03-02-2019 00:00,70.3
Tamil Nadu,SR,12.92038576,79.15004187,03-02-2019 00:00,243.9
Pondy,SR,11.93499371,79.83000037,03-02-2019 00:00,4.2
Bihar,ER,25.78541445,87.4799727,03-02-2019 00:00,77.4
Jharkhand,ER,23.80039349,86.41998572,03-02-2019 00:00,23
Odisha,ER,19.82042971,85.90001746,03-02-2019 00:00,73.2
West Bengal,ER,22.58039044,88.32994665,03-02-2019 00:00,127.6
Sikkim,ER,27.3333303,88.6166475,03-02-2019 00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,03-02-2019 00:00,1.5
Assam,NER,26.7499809,94.21666744,03-02-2019 00:00,20.9
Manipur,NER,24.79997072,93.95001705,03-02-2019 00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,03-02-2019 00:00,3.4
Mizoram,NER,23.71039899,92.72001461,03-02-2019 00:00,1.6
Nagaland,NER,25.6669979,94.11657019,03-02-2019 00:00,2
Tripura,NER,23.83540428,91.27999914,03-02-2019 00:00,3.8
Punjab,NR,31.51997398,75.98000281,04-02-2019 00:00,68
Haryana,NR,28.45000633,77.01999101,04-02-2019 00:00,71.3
Rajasthan,NR,26.44999921,74.63998124,04-02-2019 00:00,147.7
Delhi,NR,28.6699929,77.23000403,04-02-2019 00:00,43.8
UP,NR,27.59998069,78.05000565,04-02-2019 00:00,246.2
Uttarakhand,NR,30.32040895,78.05000565,04-02-2019 00:00,18.3
HP,NR,31.10002545,77.16659704,04-02-2019 00:00,12.4
J&K,NR,33.45,76.24,04-02-2019 00:00,43.4
Chandigarh,NR,30.71999697,76.78000565,04-02-2019 00:00,2.2
Chhattisgarh,WR,22.09042035,82.15998734,04-02-2019 00:00,75.7
Gujarat,WR,22.2587,71.1924,04-02-2019 00:00,224
MP,WR,21.30039105,76.13001949,04-02-2019 00:00,165.5
Maharashtra,WR,19.25023195,73.16017493,04-02-2019 00:00,369.8
Goa,WR,15.491997,73.81800065,04-02-2019 00:00,7.2
DNH,WR,20.26657819,73.0166178,04-02-2019 00:00,1.7
Andhra Pradesh,SR,14.7504291,78.57002559,04-02-2019 00:00,165.8
Telangana,SR,18.1124,79.0193,04-02-2019 00:00,202.4
Karnataka,SR,12.57038129,76.91999711,04-02-2019 00:00,226.7
Kerala,SR,8.900372741,76.56999263,04-02-2019 00:00,71.4
Tamil Nadu,SR,12.92038576,79.15004187,04-02-2019 00:00,246.5
Pondy,SR,11.93499371,79.83000037,04-02-2019 00:00,4.3
Bihar,ER,25.78541445,87.4799727,04-02-2019 00:00,78.3
Jharkhand,ER,23.80039349,86.41998572,04-02-2019 00:00,23.3
Odisha,ER,19.82042971,85.90001746,04-02-2019 00:00,72.8
West Bengal,ER,22.58039044,88.32994665,04-02-2019 00:00,131.6
Sikkim,ER,27.3333303,88.6166475,04-02-2019 00:00,1
Arunachal Pradesh,NER,27.10039878,93.61660071,04-02-2019 00:00,1.5
Assam,NER,26.7499809,94.21666744,04-02-2019 00:00,19.7
Manipur,NER,24.79997072,93.95001705,04-02-2019 00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,04-02-2019 00:00,3.4
Mizoram,NER,23.71039899,92.72001461,04-02-2019 00:00,1.5
Nagaland,NER,25.6669979,94.11657019,04-02-2019 00:00,2
Tripura,NER,23.83540428,91.27999914,04-02-2019 00:00,3.6
Punjab,NR,31.51997398,75.98000281,05-02-2019 00:00,72.1
Haryana,NR,28.45000633,77.01999101,05-02-2019 00:00,70.3
Rajasthan,NR,26.44999921,74.63998124,05-02-2019 00:00,149
Delhi,NR,28.6699929,77.23000403,05-02-2019 00:00,43.5
UP,NR,27.59998069,78.05000565,05-02-2019 00:00,241.2
Uttarakhand,NR,30.32040895,78.05000565,05-02-2019 00:00,18.9
HP,NR,31.10002545,77.16659704,05-02-2019 00:00,13.3
J&K,NR,33.45,76.24,05-02-2019 00:00,43.2
Chandigarh,NR,30.71999697,76.78000565,05-02-2019 00:00,2.2
Chhattisgarh,WR,22.09042035,82.15998734,05-02-2019 00:00,75.4
Gujarat,WR,22.2587,71.1924,05-02-2019 00:00,229.7
MP,WR,21.30039105,76.13001949,05-02-2019 00:00,165.4
Maharashtra,WR,19.25023195,73.16017493,05-02-2019 00:00,376
Goa,WR,15.491997,73.81800065,05-02-2019 00:00,7.2
DNH,WR,20.26657819,73.0166178,05-02-2019 00:00,1.8
Andhra Pradesh,SR,14.7504291,78.57002559,05-02-2019 00:00,165.2
Telangana,SR,18.1124,79.0193,05-02-2019 00:00,194
Karnataka,SR,12.57038129,76.91999711,05-02-2019 00:00,226.2
Kerala,SR,8.900372741,76.56999263,05-02-2019 00:00,71.4
Tamil Nadu,SR,12.92038576,79.15004187,05-02-2019 00:00,250.2
Pondy,SR,11.93499371,79.83000037,05-02-2019 00:00,4.3
Bihar,ER,25.78541445,87.4799727,05-02-2019 00:00,76.1
Jharkhand,ER,23.80039349,86.41998572,05-02-2019 00:00,24
Odisha,ER,19.82042971,85.90001746,05-02-2019 00:00,70.7
West Bengal,ER,22.58039044,88.32994665,05-02-2019 00:00,136.8
Sikkim,ER,27.3333303,88.6166475,05-02-2019 00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,05-02-2019 00:00,1.4
Assam,NER,26.7499809,94.21666744,05-02-2019 00:00,19.5
Manipur,NER,24.79997072,93.95001705,05-02-2019 00:00,2.3
Meghalaya,NER,25.57049217,91.8800142,05-02-2019 00:00,3.6
Mizoram,NER,23.71039899,92.72001461,05-02-2019 00:00,1.5
Nagaland,NER,25.6669979,94.11657019,05-02-2019 00:00,2.1
Tripura,NER,23.83540428,91.27999914,05-02-2019 00:00,2.6
Punjab,NR,31.51997398,75.98000281,06-02-2019 00:00,70.5
Haryana,NR,28.45000633,77.01999101,06-02-2019 00:00,71.2
Rajasthan,NR,26.44999921,74.63998124,06-02-2019 00:00,148.9
Delhi,NR,28.6699929,77.23000403,06-02-2019 00:00,44.1
UP,NR,27.59998069,78.05000565,06-02-2019 00:00,241.3
Uttarakhand,NR,30.32040895,78.05000565,06-02-2019 00:00,18.5
HP,NR,31.10002545,77.16659704,06-02-2019 00:00,12.5
J&K,NR,33.45,76.24,06-02-2019 00:00,41.5
Chandigarh,NR,30.71999697,76.78000565,06-02-2019 00:00,2.2
Chhattisgarh,WR,22.09042035,82.15998734,06-02-2019 00:00,70.8
Gujarat,WR,22.2587,71.1924,06-02-2019 00:00,232.2
MP,WR,21.30039105,76.13001949,06-02-2019 00:00,165.8
Maharashtra,WR,19.25023195,73.16017493,06-02-2019 00:00,378
Goa,WR,15.491997,73.81800065,06-02-2019 00:00,7.2
DNH,WR,20.26657819,73.0166178,06-02-2019 00:00,1.8
Andhra Pradesh,SR,14.7504291,78.57002559,06-02-2019 00:00,163.2
Telangana,SR,18.1124,79.0193,06-02-2019 00:00,189.8
Karnataka,SR,12.57038129,76.91999711,06-02-2019 00:00,228.8
Kerala,SR,8.900372741,76.56999263,06-02-2019 00:00,71.7
Tamil Nadu,SR,12.92038576,79.15004187,06-02-2019 00:00,250.6
Pondy,SR,11.93499371,79.83000037,06-02-2019 00:00,4.3
Bihar,ER,25.78541445,87.4799727,06-02-2019 00:00,75.1
Jharkhand,ER,23.80039349,86.41998572,06-02-2019 00:00,24.1
Odisha,ER,19.82042971,85.90001746,06-02-2019 00:00,70.3
West Bengal,ER,22.58039044,88.32994665,06-02-2019 00:00,138.9
Sikkim,ER,27.3333303,88.6166475,06-02-2019 00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,06-02-2019 00:00,1.5
Assam,NER,26.7499809,94.21666744,06-02-2019 00:00,19.8
Manipur,NER,24.79997072,93.95001705,06-02-2019 00:00,2.3
Meghalaya,NER,25.57049217,91.8800142,06-02-2019 00:00,3.8
Mizoram,NER,23.71039899,92.72001461,06-02-2019 00:00,1.6
Nagaland,NER,25.6669979,94.11657019,06-02-2019 00:00,2
Tripura,NER,23.83540428,91.27999914,06-02-2019 00:00,3.1
Punjab,NR,31.51997398,75.98000281,07-02-2019 00:00,92
Haryana,NR,28.45000633,77.01999101,07-02-2019 00:00,96.2
Rajasthan,NR,26.44999921,74.63998124,07-02-2019 00:00,175.3
Delhi,NR,28.6699929,77.23000403,07-02-2019 00:00,60.3
UP,NR,27.59998069,78.05000565,07-02-2019 00:00,260.1
Uttarakhand,NR,30.32040895,78.05000565,07-02-2019 00:00,24.6
HP,NR,31.10002545,77.16659704,07-02-2019 00:00,17
J&K,NR,33.45,76.24,07-02-2019 00:00,41.3
Chandigarh,NR,30.71999697,76.78000565,07-02-2019 00:00,2.9
Chhattisgarh,WR,22.09042035,82.15998734,07-02-2019 00:00,67.4
Gujarat,WR,22.2587,71.1924,07-02-2019 00:00,215.2
MP,WR,21.30039105,76.13001949,07-02-2019 00:00,154.6
Maharashtra,WR,19.25023195,73.16017493,07-02-2019 00:00,305.6
Goa,WR,15.491997,73.81800065,07-02-2019 00:00,10.1
DNH,WR,20.26657819,73.0166178,07-02-2019 00:00,11.4
Andhra Pradesh,SR,14.7504291,78.57002559,07-02-2019 00:00,152.8
Telangana,SR,18.1124,79.0193,07-02-2019 00:00,144.5
Karnataka,SR,12.57038129,76.91999711,07-02-2019 00:00,128.2
Kerala,SR,8.900372741,76.56999263,07-02-2019 00:00,64.6
Tamil Nadu,SR,12.92038576,79.15004187,07-02-2019 00:00,201.2
Pondy,SR,11.93499371,79.83000037,07-02-2019 00:00,5.5
Bihar,ER,25.78541445,87.4799727,07-02-2019 00:00,79.7
Jharkhand,ER,23.80039349,86.41998572,07-02-2019 00:00,24.3
Odisha,ER,19.82042971,85.90001746,07-02-2019 00:00,76.6
West Bengal,ER,22.58039044,88.32994665,07-02-2019 00:00,115.4
Sikkim,ER,27.3333303,88.6166475,07-02-2019 00:00,0.7
Arunachal Pradesh,NER,27.10039878,93.61660071,07-02-2019 00:00,2.2
Assam,NER,26.7499809,94.21666744,07-02-2019 00:00,21.5
Manipur,NER,24.79997072,93.95001705,07-02-2019 00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,07-02-2019 00:00,5.5
Mizoram,NER,23.71039899,92.72001461,07-02-2019 00:00,1.7
Nagaland,NER,25.6669979,94.11657019,07-02-2019 00:00,2.4
Tripura,NER,23.83540428,91.27999914,07-02-2019 00:00,4.2
Punjab,NR,31.51997398,75.98000281,08-02-2019 00:00,105.8
Haryana,NR,28.45000633,77.01999101,08-02-2019 00:00,105.6
Rajasthan,NR,26.44999921,74.63998124,08-02-2019 00:00,188.1
Delhi,NR,28.6699929,77.23000403,08-02-2019 00:00,63.2
UP,NR,27.59998069,78.05000565,08-02-2019 00:00,262.8
Uttarakhand,NR,30.32040895,78.05000565,08-02-2019 00:00,27.7
HP,NR,31.10002545,77.16659704,08-02-2019 00:00,21.5
J&K,NR,33.45,76.24,08-02-2019 00:00,42.9
Chandigarh,NR,30.71999697,76.78000565,08-02-2019 00:00,3.3
Chhattisgarh,WR,22.09042035,82.15998734,08-02-2019 00:00,71.2
Gujarat,WR,22.2587,71.1924,08-02-2019 00:00,229.6
MP,WR,21.30039105,76.13001949,08-02-2019 00:00,156.5
Maharashtra,WR,19.25023195,73.16017493,08-02-2019 00:00,320.1
Goa,WR,15.491997,73.81800065,08-02-2019 00:00,10.1
DNH,WR,20.26657819,73.0166178,08-02-2019 00:00,14
Andhra Pradesh,SR,14.7504291,78.57002559,08-02-2019 00:00,156.7
Telangana,SR,18.1124,79.0193,08-02-2019 00:00,145.3
Karnataka,SR,12.57038129,76.91999711,08-02-2019 00:00,133.8
Kerala,SR,8.900372741,76.56999263,08-02-2019 00:00,64.4
Tamil Nadu,SR,12.92038576,79.15004187,08-02-2019 00:00,218.6
Pondy,SR,11.93499371,79.83000037,08-02-2019 00:00,6.3
Bihar,ER,25.78541445,87.4799727,08-02-2019 00:00,80
Jharkhand,ER,23.80039349,86.41998572,08-02-2019 00:00,23.6
Odisha,ER,19.82042971,85.90001746,08-02-2019 00:00,77.4
West Bengal,ER,22.58039044,88.32994665,08-02-2019 00:00,115.1
Sikkim,ER,27.3333303,88.6166475,08-02-2019 00:00,0.7
Arunachal Pradesh,NER,27.10039878,93.61660071,08-02-2019 00:00,2
Assam,NER,26.7499809,94.21666744,08-02-2019 00:00,24.3
Manipur,NER,24.79997072,93.95001705,08-02-2019 00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,08-02-2019 00:00,5.7
Mizoram,NER,23.71039899,92.72001461,08-02-2019 00:00,1.7
Nagaland,NER,25.6669979,94.11657019,08-02-2019 00:00,2
Tripura,NER,23.83540428,91.27999914,08-02-2019 00:00,4.2
Punjab,NR,31.51997398,75.98000281,09-02-2019 00:00,110.1
Haryana,NR,28.45000633,77.01999101,09-02-2019 00:00,116.2
Rajasthan,NR,26.44999921,74.63998124,09-02-2019 00:00,201.3
Delhi,NR,28.6699929,77.23000403,09-02-2019 00:00,68.4
UP,NR,27.59998069,78.05000565,09-02-2019 00:00,268.2
Uttarakhand,NR,30.32040895,78.05000565,09-02-2019 00:00,30.9
HP,NR,31.10002545,77.16659704,09-02-2019 00:00,25.2
J&K,NR,33.45,76.24,09-02-2019 00:00,43.3
Chandigarh,NR,30.71999697,76.78000565,09-02-2019 00:00,3.6
Chhattisgarh,WR,22.09042035,82.15998734,09-02-2019 00:00,74
Gujarat,WR,22.2587,71.1924,09-02-2019 00:00,234.9
MP,WR,21.30039105,76.13001949,09-02-2019 00:00,166
Maharashtra,WR,19.25023195,73.16017493,09-02-2019 00:00,350.4
