MONTH,STORECODE,QTY,VALUE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M2,P1,1,122,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P2,12,174,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M2,P2,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY MILD CARE
M2,P2,1,77,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY NATURE
M2,P2,1,87,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M2,P2,1,141,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL COOL
M2,P2,3,29,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P2,1,118,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M2,P2,2,202,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M2,P2,1,50,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR MILD
M2,P3,3,48,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M2,P3,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M2,P3,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON GERM PROTECTION
M2,P3,3,167,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M2,P4,1,15,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M2,P4,2,223,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON DEEP CLEAN
M2,P4,1,21,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON GERM PROTECTION
M2,P4,2,90,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON MOISTURE SHIELD
M2,P4,2,129,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P4,1,107,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M2,P6,0,0,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,COLGATE-PALMOLIVE,PALMOLIVE,PALMOLIVE
M2,P6,1,213,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,I T C,FIAMA,FIAMA BLACKCURRANT & BEARBERRY
M2,P6,1,48,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,JOHNSON & JOHNSON,JOHNSON'S BABY,JOHNSONS BABY TOP TO TOE WASH
M2,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY CARE
M2,P6,1,74,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY LEMON FRESH
M2,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P6,2,176,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,RECKITT BENCKISER,DETTOL,DETTOL SPRING FRESH
M2,P6,1,16,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M2,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M2,P6,2,106,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P6,2,261,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M2,P7,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M2,P10,12,551,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P10,1,63,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M2,P10,3,144,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M2,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M2,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY MILD CARE
M2,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY NATURE
M2,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M2,P8,2,72,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M2,P8,2,126,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M2,P8,2,208,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M2,P8,1,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR MILD
M3,P1,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL COOL
M3,P1,1,122,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M3,P2,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M3,P2,1,79,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY MILD CARE
M3,P2,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL COOL
M3,P2,7,610,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M3,P2,5,503,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M3,P3,20,295,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M3,P3,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M3,P3,2,108,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M3,P4,1,15,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M3,P4,2,216,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON DEEP CLEAN
M3,P4,1,20,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON GERM PROTECTION
M3,P4,2,87,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON MOISTURE SHIELD
M3,P4,1,95,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M3,P4,1,104,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M3,P6,2,329,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,COLGATE-PALMOLIVE,PALMOLIVE,PALMOLIVE
M3,P6,1,174,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,COLGATE-PALMOLIVE,PALMOLIVE,PALMOLIVE AROMATHRPY SHOWER GL
M3,P6,0,0,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,JOHNSON & JOHNSON,JOHNSON'S BABY,JOHNSONS BABY TOP TO TOE WASH
M3,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY CARE
M3,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M3,P6,1,79,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,RECKITT BENCKISER,DETTOL,DETTOL SPRING FRESH
M3,P6,1,15,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M3,P6,2,339,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M3,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M3,P6,1,118,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M3,P7,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M3,P10,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M3,P10,1,50,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M3,P8,3,104,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M3,P8,3,270,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY MILD CARE
M3,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY NATURE
M3,P8,6,191,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M3,P8,2,126,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M3,P8,1,104,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M3,P8,8,104,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR MILD
M1,P1,3,469,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL COOL
M1,P1,1,102,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,P2,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M1,P2,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY MILD CARE
M1,P2,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY NATURE
M1,P2,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M1,P2,1,146,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL COOL
M1,P2,9,538,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,P2,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M1,P2,2,208,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M1,P2,2,104,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR MILD
M1,P3,7,109,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M1,P3,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY MILD CARE
M1,P3,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY NATURE
M1,P3,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M1,P3,12,236,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON GERM PROTECTION
M1,P3,6,331,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M1,P4,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M1,P4,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON DEEP CLEAN
M1,P4,1,19,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON GERM PROTECTION
M1,P4,1,95,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,I T C,SAVLON,SAVLON MOISTURE SHIELD
M1,P4,1,92,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,P6,0,0,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,COLGATE-PALMOLIVE,PALMOLIVE,PALMOLIVE
M1,P6,0,0,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,I T C,FIAMA,FIAMA BLACKCURRANT & BEARBERRY
M1,P6,1,0,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,I T C,FIAMA,FIAMA GEL+CREME
M1,P6,1,213,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,I T C,FIAMA,FIAMA LEMONGRASS & JOJOBA
M1,P6,0,0,LIQUID TOILET SOAPS  (8/93),BODY WASH,BODY WASH,JOHNSON & JOHNSON,JOHNSON'S BABY,JOHNSONS BABY TOP TO TOE WASH
M1,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY CARE
M1,P6,1,36,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY HAND SANITIZER
M1,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY LEMON FRESH
M1,P6,1,84,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,RECKITT BENCKISER,DETTOL,DETTOL FLORAL ESSENCE
M1,P6,1,37,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND SANITIZER,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,P6,2,32,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M1,P6,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M1,P6,2,106,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,P7,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M1,P10,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,P10,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M1,P10,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M1,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,GODREJ CONSUMER PRODS,GODREJ,GODREJ PROTEKT MR MAGIC
M1,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY MILD CARE
M1,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY NATURE
M1,P8,0,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY TOTAL 10
M1,P8,3,194,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,P8,2,126,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL SKINCARE
M1,P8,2,208,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M1,P8,2,0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR MILD
M1,P1,41,316,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P1,27,268,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P1,62,327,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P1,93,466,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M1,P1,12,118,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P2,77,840,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P2,37,533,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P2,15,75,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P2,3,20,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M1,P2,36,359,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P3,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,ABIRAMI SOAP WORKS,ULTIMATE,ULTIMATE
M1,P3,215,2260,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P3,83,1345,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P3,10,100,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,P3,116,827,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P3,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,KADAM SOAP IND,BIRLA,BIRLA
M1,P3,38,191,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M1,P3,39,391,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P3,48,241,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SARAS INDUSTRIES,SARAS,SARAS
M1,P4,2,19,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,FENA,FENA,FENA
M1,P4,158,1492,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P4,18,292,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P4,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,P4,178,1050,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P4,141,706,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,MAHILA GRIHA UDYOG,SASA,SASA
M1,P4,23,225,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P4,37,252,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,ROHIT SURFACTANTS PVT.LTD,GHADI,GHADI
M1,P4,102,508,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M1,P5,157,1291,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P5,16,171,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P5,15,150,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,P5,74,466,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P5,22,225,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P5,62,364,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M1,P6,79,756,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P6,7,202,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P6,52,262,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P6,34,171,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M1,P6,35,348,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P7,312,3118,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P7,102,1169,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P7,167,1393,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P7,339,1693,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,NIRMA LIMITED,NIRMA,NIRMA WHITE
M1,P7,59,295,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PRABHA INDUSTRIES,PRABHA,PRABHA
