STATION,DATE,REPORT_TYPE,SOURCE,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset,WindEquipmentChangeDate
72518014735,2015-12-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,44,63,29.75,29.42,36,13.9,0,16.1,21,52,36,270,31,T,0,T,290,23,721,1623,08-09-2006
72518014735,2015-12-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",13,35,41,29.99,29.62,27,14.5,0,7.5,30,39,31,280,40,T,0,T,260,31,721,1623,08-09-2006
72518014735,2015-12-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",20,32,58,30.39,30.04,29,8.1,0,4.8,33,38,26,290,29,T,0,T,290,23,722,1624,08-09-2006
72518014735,2015-12-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",26,41,54,30.13,29.83,35,12.9,0,14.1,24,48,33,190,31,T,0,0,180,23,722,1624,08-09-2006
72518014735,2015-12-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",43,50,81,29.96,29.63,46,7.5,0,23.5,15,53,46,160,27,0.4,0,0,170,21,723,1625,08-09-2006
72518014735,2015-12-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",47,49,87,30.09,29.78,49,4.1,0,22.8,16,56,41,150,17,0.41,0,0,170,12,723,1625,08-09-2006
72518014735,2015-12-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",49,58,74,29.91,29.54,54,8.2,0,32.1,7,72,43,270,32,T,0,0,180,23,724,1626,08-09-2006
72518014735,2015-12-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30,47,56,30.2,29.85,40,3.4,0,21.4,18,59,35,320,16,T,0,0,300,13,724,1627,08-09-2006
72518014735,2015-12-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",32,42,66,30.45,30.12,38,3.2,0,16.7,23,49,34,310,15,0.02,0,0,310,12,724,1627,08-09-2006
72518014735,2015-12-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",39,43,83,29.97,29.65,43,10.8,0,18,22,51,35,280,33,0.4,0,0,290,25,725,1628,08-09-2006
72518014735,2015-12-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",16,29,59,30.48,30.11,24,11,0,4.2,36,36,22,40,27,0.12,0,0.9,20,22,725,1629,08-09-2006
72518014735,2015-12-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",27,30,86,30.16,29.86,29,4.1,0,5.5,35,35,24,170,23,0.9,2,1.3,160,16,725,1629,08-09-2006
72518014735,2015-12-30T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",34,38,89,30.2,29.88,36,8.9,0,13.7,27,40,35,190,22,0.03,2,0,170,16,726,1630,08-09-2006
72518014735,2015-12-31T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,40,68,30.07,29.73,35,9.8,0,16,25,43,37,280,27,T,1,0,280,18,726,1631,08-09-2006
72518014735,2016-01-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",23,34,64,29.98,29.66,30,6.3,0,10.4,31,38,30,290,23,0.01,0,0.3,300,18,726,1632,08-09-2006
72518014735,2016-01-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,32,56,29.97,29.65,28,9,0,8.6,33,35,29,280,21,T,0,T,240,16,726,1633,08-09-2006
72518014735,2016-01-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22,34,63,29.8,29.47,30,8.7,0,10.7,31,41,27,290,35,T,0,T,300,26,726,1634,08-09-2006
72518014735,2016-01-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",4,19,63,30.21,29.8,12,12.2,0,-4.1,46,32,6,290,33,0.03,0,0.8,290,26,726,1635,08-09-2006
72518014735,2016-01-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",-1,11,58,30.63,30.27,8,4.8,0,-11.9,54,19,2,320,16,0,0,0,330,12,726,1636,08-09-2006
72518014735,2016-01-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",6,20,62,30.49,30.16,15,2.4,0,-2.8,45,34,5,170,15,0,0,0,180,12,726,1637,08-09-2006
72518014735,2016-01-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",11,26,61,30.31,29.99,20,0.5,0,3.3,39,40,12,350,9,0,0,0,320,6,726,1638,08-09-2006
72518014735,2016-01-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,27,66,30.24,29.91,25,2.9,0,4.5,38,41,12,140,17,0,0,0,140,13,726,1639,08-09-2006
72518014735,2016-01-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",32,42,70,30.16,29.84,37,6.1,0,19.6,23,45,38,130,16,T,0,T,160,12,725,1640,08-09-2006
72518014735,2016-01-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38,46,80,29.57,29.31,42,7.5,0,23.6,19,55,37,280,41,0.87,0,0,290,30,725,1641,08-09-2006
72518014735,2016-01-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",8,27,46,29.87,29.49,21,14.2,0,4.7,38,37,17,250,35,T,0,T,290,28,725,1642,08-09-2006
72518014735,2016-01-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",13,25,61,29.83,29.52,22,8.7,0,2.8,40,31,18,280,36,0.01,0,0.7,280,29,724,1643,08-09-2006
72518014735,2016-01-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",8,19,58,29.86,29.5,18,11,0,-3.2,46,25,12,280,36,0.01,1,0.3,290,28,724,1644,08-09-2006
72518014735,2016-01-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",13,22,62,29.9,29.57,21,4.5,0,-0.1,43,31,12,300,14,T,0,T,260,12,724,1645,08-09-2006
72518014735,2016-01-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22,33,68,29.84,29.54,28,1.7,0,10.9,32,42,23,40,11,0,0,0,40,9,723,1647,08-09-2006
72518014735,2016-01-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,35,80,29.56,29.21,33,5.8,0,12.9,30,40,29,300,27,0.29,0,0.1,310,20,723,1648,08-09-2006
72518014735,2016-01-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",18,31,57,29.8,29.49,27,5.6,0,8.9,34,34,28,300,25,T,0,T,300,18,722,1649,08-09-2006
72518014735,2016-01-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",8,22,57,29.76,29.41,17,16.5,0,-0.1,43,28,15,300,45,0.02,0,1.1,280,36,722,1650,08-09-2006
72518014735,2016-01-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",5,18,57,29.97,29.62,15,18.7,0,-4.1,47,23,13,290,52,T,1,T,290,39,721,1652,08-09-2006
72518014735,2016-01-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",9,23,54,30.15,29.81,19,12.2,0,0.9,42,30,16,320,35,0,0,0,310,28,720,1653,08-09-2006
72518014735,2016-01-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",9,24,55,30.17,29.82,19,11.9,0,1.8,41,32,16,270,32,0,0,0,280,22,720,1654,08-09-2006
72518014735,2016-01-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",5,21,52,30.27,29.93,17,8.1,0,-1.2,44,29,12,30,22,0,0,0,20,17,719,1655,08-09-2006
72518014735,2016-01-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",8,20,57,29.98,29.68,18,10.8,0,-2.3,45,26,14,30,28,0,0,0,20,21,718,1657,08-09-2006
72518014735,2016-01-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",8,19,60,30.03,29.67,17,6.7,0,-3.4,46,29,9,330,18,0,0,0,330,14,718,1658,08-09-2006
72518014735,2016-01-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",18,28,60,30.22,29.88,26,4.6,0,5.5,37,38,18,170,22,0,0,0,170,14,717,1659,08-09-2006
72518014735,2016-01-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",25,39,58,29.93,29.64,33,13.4,0,16.5,26,45,32,170,31,T,0,0,180,24,716,1700,08-09-2006
72518014735,2016-01-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",20,32,55,30.03,29.68,30,11.4,0,9.4,33,44,20,300,44,0,0,0,290,30,715,1702,08-09-2006
72518014735,2016-01-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",17,29,55,29.85,29.57,27,9.2,0,6.3,36,42,16,170,29,0,0,0,190,22,714,1703,08-09-2006
72518014735,2016-01-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,32,64,29.59,29.25,27,10,0,9.1,33,38,25,300,41,T,0,T,280,30,713,1704,08-09-2006
72518014735,2016-01-30T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",17,33,55,29.94,29.6,27,11.3,0,10,32,40,25,180,32,0,0,0,180,24,712,1706,08-09-2006
72518014735,2016-01-31T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",23,44,43,29.82,29.52,36,9.7,0,20.9,21,52,36,170,24,0,0,0,170,17,711,1707,08-09-2006
72518014735,2016-02-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,45,54,29.83,29.47,39,12.6,0,21.7,20,54,35,320,34,T,0,0,320,26,710,1708,08-09-2006
72518014735,2016-02-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",24,38,61,30.28,29.93,32,5.9,0,14.6,27,46,29,300,27,0,0,0,310,18,709,1710,08-09-2006
72518014735,2016-02-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",39,44,81,29.97,29.7,43,10.8,0,20.4,21,57,30,160,41,0.35,0,0,170,29,708,1711,08-09-2006
72518014735,2016-02-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",31,47,59,30.03,29.67,39,9.9,0,23.3,18,57,36,310,33,T,0,0,310,24,707,1712,08-09-2006
72518014735,2016-02-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",17,33,52,30.17,29.83,28,11.5,0,9.1,32,41,24,330,34,0,0,0,320,26,706,1714,08-09-2006
72518014735,2016-02-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",17,31,54,30.27,29.95,27,7.4,0,6.9,34,42,19,160,23,0,0,0,170,17,704,1715,08-09-2006
72518014735,2016-02-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",20,35,55,30.11,29.8,30,5.5,0,10.8,30,46,24,340,21,0,0,0,350,14,703,1716,08-09-2006
72518014735,2016-02-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",15,31,62,29.85,29.55,25,4.8,0,6.6,34,36,25,40,22,0.1,0,1.3,40,17,702,1718,08-09-2006
72518014735,2016-02-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",21,28,78,29.65,29.34,25,2.2,0,3.4,37,32,23,160,16,0.06,2,1.5,170,13,701,1719,08-09-2006
72518014735,2016-02-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22,30,72,29.6,29.26,28,7.7,0,5.2,35,37,23,270,35,T,2,0.2,280,29,700,1720,08-09-2006
72518014735,2016-02-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",2,18,52,29.9,29.52,14,15.9,0,-7,47,27,8,290,44,T,1,T,300,35,658,1722,08-09-2006
72518014735,2016-02-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",1,14,53,30.07,29.77,12,7.1,0,-11.2,51,24,3,140,21,T,0,T,170,16,657,1723,08-09-2006
72518014735,2016-02-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",-9,6,48,30.1,29.71,4,16.1,0,-19.4,59,20,-9,290,45,T,0,T,290,32,656,1724,08-09-2006
72518014735,2016-02-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",-19,-3,43,30.52,30.15,-4,7.8,0,-28.7,68,8,-13,310,23,0,0,0,310,18,654,1725,08-09-2006
72518014735,2016-02-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",0,8,66,30.44,30.14,8,4.1,0,-17.9,57,20,-4,160,17,0.14,0,1.5,170,12,653,1727,08-09-2006
72518014735,2016-02-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30,37,83,29.72,29.43,33,9.8,0,10.9,28,56,18,170,40,0.82,2,T,290,31,651,1728,08-09-2006
72518014735,2016-02-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",24,33,67,30,29.62,30,10.1,0,6.7,32,37,28,290,31,T,0,T,290,23,650,1729,08-09-2006
72518014735,2016-02-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",7,23,51,30.47,30.09,19,11.4,0,-3.6,42,30,16,300,30,T,0,T,290,22,649,1731,08-09-2006
72518014735,2016-02-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",8,24,50,30.39,30.11,21,10.4,0,-2.8,41,37,11,160,45,T,0,T,170,33,647,1732,08-09-2006
72518014735,2016-02-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,49,52,29.8,29.5,39,15.5,0,21.9,16,62,35,190,48,0.06,0,T,170,30,646,1733,08-09-2006
72518014735,2016-02-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",31,40,68,29.94,29.59,37,9.6,0,12.7,25,47,32,290,28,T,0,0,290,21,644,1734,08-09-2006
72518014735,2016-02-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",16,31,53,30.19,29.82,27,8,0,3.4,34,40,21,270,28,T,0,T,290,20,643,1736,08-09-2006
72518014735,2016-02-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",14,28,56,30.36,30.03,24,3.9,0,0.1,37,38,17,330,14,0.02,0,0.2,10,12,641,1737,08-09-2006
72518014735,2016-02-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",33,38,91,29.86,29.64,35,3.2,0,9.9,27,44,32,280,39,2,0,0.1,280,32,639,1738,08-09-2006
72518014735,2016-02-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",39,46,80,29.24,28.91,42,10.9,0,17.6,19,58,33,310,35,0.48,0,T,280,25,638,1740,08-09-2006
72518014735,2016-02-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",11,27,52,29.86,29.47,22,18.8,0,-1.7,38,33,21,300,47,T,0,T,300,35,636,1741,08-09-2006
72518014735,2016-02-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",14,28,53,29.99,29.68,25,7.5,0,-1,37,39,17,190,22,T,0,T,180,17,635,1742,08-09-2006
72518014735,2016-02-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",25,45,45,29.77,29.47,37,12.1,0,15.7,20,57,32,180,32,0,0,0,180,24,633,1743,08-09-2006
72518014735,2016-02-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,42,57,29.62,29.28,38,12.3,0,12.6,23,51,32,310,41,0.04,0,T,320,33,632,1745,08-09-2006
72518014735,2016-03-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",3,30,33,30.04,29.73,23,7.9,0,0.4,35,38,21,280,49,T,0,0,290,33,630,1746,08-09-2006
72518014735,2016-03-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,34,64,29.75,29.39,27,18.4,0,4.1,31,48,20,280,50,0.08,0,T,280,40,628,1747,08-09-2006
72518014735,2016-03-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",4,23,47,30.23,29.88,18,9,0,-7.2,42,29,17,270,26,T,0,T,310,21,627,1748,08-09-2006
72518014735,2016-03-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",10,28,51,30.18,29.85,22,7,0,-2.5,37,38,18,10,23,T,0,T,10,17,625,1749,08-09-2006
72518014735,2016-03-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",6,26,42,30.22,29.88,21,6,0,-4.9,39,35,17,50,20,0,0,0,30,16,623,1751,08-09-2006
72518014735,2016-03-06T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",13,34,46,30.27,29.94,26,2.2,0,2.8,31,43,24,340,16,0,0,0,360,10,622,1752,08-09-2006
72518014735,2016-03-07T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",25,42,51,30.08,29.77,35,8.9,0,10.5,23,52,31,150,28,T,0,0,170,21,620,1753,08-09-2006
72518014735,2016-03-08T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",33,46,60,30.12,29.8,41,2.3,0,14.1,19,60,32,180,17,0,0,0,180,12,618,1754,08-09-2006
72518014735,2016-03-09T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38,65,42,29.98,29.68,51,10.1,0,32.8,0,81,48,250,28,0,0,0,250,21,616,1756,08-09-2006
72518014735,2016-03-10T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",54,61,81,29.93,29.62,56,4.8,0,28.4,4,66,55,290,26,0.18,0,0,290,20,615,1757,08-09-2006
72518014735,2016-03-11T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",36,45,68,30.17,29.79,42,12.2,0,12.1,20,55,34,270,37,0.03,0,0,280,28,613,1758,08-09-2006
72518014735,2016-03-12T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,44,59,30.17,29.88,37,5,0,10.7,21,62,25,190,20,0,0,0,180,16,611,1759,08-09-2006
72518014735,2016-03-13T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",20,51,35,30.08,29.75,39,10.4,0,17.3,14,59,42,360,24,0,0,0,20,18,610,1800,08-09-2006
72518014735,2016-03-14T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",30,44,65,30.12,29.8,37,7.1,0,9.9,21,47,40,150,26,0.14,0,0,150,17,608,1801,08-09-2006
72518014735,2016-03-15T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38,49,67,29.87,29.56,43,4.9,0,14.5,16,58,39,60,14,T,0,0,40,12,606,1803,08-09-2006
72518014735,2016-03-16T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",41,54,66,29.81,29.51,47,5.8,0,19.2,11,64,44,280,39,0.25,0,0,290,24,604,1804,08-09-2006
72518014735,2016-03-17T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",37,50,68,29.76,29.47,43,7.2,0,14.8,15,61,38,280,48,0.06,0,0,280,37,603,1805,08-09-2006
72518014735,2016-03-18T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",28,42,60,29.81,29.47,36,13.2,0,6.4,23,51,32,280,39,0.03,0,0,290,29,601,1806,08-09-2006
72518014735,2016-03-19T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",9,33,37,30.13,29.78,26,8.6,0,-3,32,42,23,280,24,0,0,0,290,18,559,1807,08-09-2006
72518014735,2016-03-20T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",8,32,37,30.13,29.83,25,3.1,0,-4.5,33,41,22,20,18,0,0,0,30,14,557,1808,08-09-2006
72518014735,2016-03-21T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",18,39,49,29.84,29.52,31,12.3,0,2.1,26,46,32,280,42,T,0,0.2,280,35,556,1810,08-09-2006
72518014735,2016-03-22T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",19,40,42,30.01,29.7,33,9.5,0,2.7,25,53,27,280,31,T,0,T,290,23,554,1811,08-09-2006
72518014735,2016-03-23T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",28,45,52,29.98,29.64,38,10.6,0,7.3,20,55,34,40,24,T,0,0,10,18,552,1812,08-09-2006
72518014735,2016-03-24T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",29,46,58,30.01,29.73,38,9.9,0,7.8,19,59,33,160,30,T,0,0,160,20,550,1813,08-09-2006
72518014735,2016-03-25T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",38,48,74,29.83,29.48,43,15.2,0,9.4,17,61,35,300,37,0.05,0,0,320,28,549,1814,08-09-2006
72518014735,2016-03-26T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",26,43,56,30.32,29.96,35,5.7,0,4,22,52,34,170,20,0,0,0,170,15,547,1815,08-09-2006
72518014735,2016-03-27T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",35,49,63,30.26,29.97,42,11.5,0,9.5,16,58,40,170,27,0,0,0,180,21,545,1817,08-09-2006
72518014735,2016-03-28T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",37,46,76,29.65,29.39,41,13.2,0,6.1,19,50,41,280,42,0.36,0,0,280,33,543,1818,08-09-2006
72518014735,2016-03-29T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",22,40,49,29.96,29.57,33,20.6,0,-0.3,25,46,34,300,44,0,0,0,290,32,541,1819,08-09-2006
72518014735,2016-03-30T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",20,44,40,30.18,29.88,36,10.1,0,3.2,21,60,27,190,34,0,0,0,170,24,540,1820,08-09-2006
72518014735,2016-03-31T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",41,60,48,29.8,29.52,51,17.4,0,18.8,5,71,49,200,44,T,0,0,180,32,538,1821,08-09-2006
72518014735,2016-04-01T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",49,56,66,29.55,29.23,55,13.7,0,14.3,9,70,42,290,39,0.05,0,0,300,32,536,1822,08-09-2006
72518014735,2016-04-02T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",31,45,61,29.48,29.2,39,8.1,0,2.9,20,53,37,300,41,T,0,0,300,32,535,1823,08-09-2006
72518014735,2016-04-03T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",16,31,57,29.73,29.34,26,16.3,0,-11.6,34,38,24,280,52,0.07,2,2.1,280,39,533,1825,08-09-2006
72518014735,2016-04-04T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",17,22,76,30.02,29.67,22,8.4,0,-21,43,26,18,20,22,0.45,1,4.3,20,17,531,1826,08-09-2006
72518014735,2016-04-05T23:59:00,SOD  ,6,PRECIP,260,PLASTIC,42.6918,-73.83109,"NWS ALBANY, NY",7,25,47,30.32,29.96,21,10.3,0,-18.5,40,36,14,280,26,0,4,0,280,21,529,1827,08-09-2006
